1.4561849,-1.2057055,-1.9940426,-3.4057474,-0.48736948,-1.6310936,-0.17314042,-0.63178164,3.3899128,-2.667128,-2.1617377,-0.16457152,2.3779798,-3.088087,0.23395541,1.4674174,-1.5339698,11.904702,0.46377805,0.19614078
-0.06322937,-1.3362982,-0.3699986,-2.4657583,-1.0309978,-2.2213852,2.9843605,-0.081696995,2.3214433,-1.6348578,-2.1134865,-2.7385998,2.1619563,-0.57867557,-1.0630662,2.3554428,-0.3926178,11.018724,-0.09405803,-2.3971105
2.2474518,-2.6515393,-2.4465523,-4.1692877,-1.2543573,-2.8922856,-0.32121494,-0.02595226,4.474387,-1.377602,-2.2069402,-0.31607217,3.2544334,-2.0094135,1.4467207,-0.2879383,-0.43273968,11.120856,-2.178924,0.1854504
0.98592293,-0.3395736,0.44907162,-1.4145521,-0.82356083,0.8281407,1.02239,-1.0790863,1.2017821,0.14429395,-0.8706329,-0.54544795,0.39266932,-1.1892512,0.38022497,1.705608,0.8666026,9.007365,-0.5729979,-1.3402152
2.5344312,-1.2456502,-0.07665879,-1.3567402,-0.3855425,-1.6553596,0.75469494,0.53887236,2.631242,-1.5854574,-0.9834392,0.19376683,1.8554972,-0.9373747,-0.23996267,2.6638935,-2.5118613,12.577871,0.19510658,0.048399523
1.2012647,-0.35061276,0.14011626,-1.2422581,-1.0762858,-1.1653169,1.3484356,-1.729216,1.809937,-1.2416302,-1.134406,-1.3291711,0.6361328,-0.26926914,-0.5260182,2.4682114,-0.064101405,10.98485,0.81341755,-1.8756607
0.9105675,-1.5074899,-1.0600549,-2.733463,-1.2325383,-2.0174224,1.4854717,0.012343341,3.2996047,-2.9779375,-2.3550909,-1.1326274,2.6023457,-2.1542082,-0.008449678,2.3594532,-2.1865754,12.816038,0.4693418,-0.9663393
1.0520899,-0.8462755,-0.4734343,-2.5331967,0.12272604,-2.377378,2.21636,0.69954157,2.0389962,-1.280884,-1.2237918,-1.5673137,2.672737,-0.9454616,0.18652424,2.4067116,-0.3761955,10.478787,-0.09295904,-2.072813
1.2058556,-0.00078011403,-1.2772985,-1.2084374,-1.7962182,-0.8361394,2.2310734,0.5427202,1.3529571,-0.5776605,0.001961383,-1.926389,1.8447107,-1.183324,0.7228518,1.9436749,0.21673736,10.565443,1.3521458,-1.8976799
0.87403625,-0.73079574,0.6587051,-1.3927425,-0.33339527,-1.0084789,0.7504538,-0.61078167,1.94168,-0.638099,-0.45536217,-0.21111602,1.4156666,-0.25990963,0.3579939,1.6081135,0.8570354,10.976923,1.6984901,-0.7670323
