-0.38639355,-0.7549287,1.3982389,0.8976365,0.97745436,-0.48402613,0.15960984,-0.59610236,0.5278182,-1.0061585,-0.15406817,1.7115872,-0.57635975,-18.122904,1.3226631,0.0722124,0.4439389,-2.5906165,-0.38884467,-0.84279555
0.90364695,0.2098124,1.495508,-0.088055916,0.30040407,0.84867597,-0.42155474,-0.8928227,-0.9413063,-1.5667031,-0.08123688,-0.0923849,-0.19386679,-18.39515,0.6464464,-0.23558807,0.81794864,0.64730453,0.004969829,-0.02288029
-2.2604105,-1.085436,1.3402245,2.0088344,1.8764117,-1.9197341,1.6799233,0.26514152,2.208593,0.35103595,-1.2169269,-0.20538305,0.30740678,-18.836489,2.7715676,-0.81997055,-0.85812986,-1.4613456,0.570041,-2.1557002
0.13771333,0.63718694,1.9021201,-0.8520025,-0.64281374,0.51787114,-2.4234533,-0.85762614,-0.43885466,-2.6589546,0.9431057,-0.39836,-1.9709853,-16.348152,-0.62860185,1.0868391,1.4650718,0.57696456,-2.3498516,0.06783071
1.5740768,-1.6673399,-0.79641044,0.2360888,1.2888974,1.3449502,0.7197799,0.7767916,-1.3015708,-0.35111043,0.19371979,-1.8091224,-1.676766,-19.235846,1.223272,0.9618022,-0.82955307,0.81649095,0.32547945,-0.22144723
1.0476204,0.30106956,2.0279331,-1.86268,-1.165401,1.3569208,-2.0151823,-1.620883,-1.3373632,-1.7950126,0.87344056,-0.21621332,-1.6372408,-16.39715,-0.5138064,1.4697869,1.57955,2.0926478,-2.1361327,-0.20512562
-1.4632587,-2.9435987,0.9226912,0.89540464,2.2786403,-1.7151833,1.4705561,0.80863565,1.457978,-0.24218306,-1.4438956,1.5356418,-1.430815,-17.45035,2.9656982,-0.9957191,-1.9617733,-2.7782476,-1.0363221,-1.7036997
0.4797865,-2.2163248,1.7580441,-0.13587813,1.0462255,0.55790955,0.55458885,0.81541187,-0.6598218,-0.45473278,-0.5418913,0.59231436,-1.5970621,-18.070814,1.8926542,-0.68381983,0.07228539,0.043145053,-0.5920145,-1.0634279
-1.9451004,-2.9108875,-0.4213569,1.1133288,1.7679273,-1.970595,1.590368,0.35918593,1.9047645,0.30891493,-1.6985587,1.9723275,-1.231223,-18.164576,2.8564959,-0.8476974,-2.6437466,-2.3611815,-0.28321704,-1.4105631
0.50806177,-2.3922777,-0.181567,-0.72720164,0.70023286,0.43044183,0.81145096,1.1820601,-0.36940452,-1.2169955,-0.7377327,0.5407901,-1.7737354,-17.568455,1.3623763,-0.96571356,-0.20621723,-0.60148436,-0.72474384,1.1851441
